wiki_content,wiki_title
"He and his wife immigrated to Israel in 1962.[2] The following year he founded Kiryas Kaliv in Rishon LeZion.[5] The foundation stone was laid on 7 Adar 5723 (3 March 1963), the day of the yahrtzeit of the founder of the dynasty, Grand Rabbi Yitzchak Isak Taub. Several years later he moved his headquarters to Bnei Brak.[2] In 2004, Taub's court moved to Jerusalem.[2]",Menachem Mendel Taub
"Taub's first wife, Chana Sara, died in 2010.[2] On Lag BaOmer 2012, he remarried 55-year-old Sheindel Malnik of Bnei Brak. The marriage was short-lived and they later divorced.[2]",Menachem Mendel Taub
"After World War II, Taub actively spoke about the Holocaust and frequently invoked the memory of the Jewish martyrs. He encouraged the recital of ""Shema Yisrael"" to memorialize Holocaust victims at the conclusion of religious events in Israel.[6] He also traveled to interact with millions of Jews by telling his story and encouraging the saying of ""Shema Yisrael"". He was also active in Jewish outreach and conducted regular lectures for groups of professionals, including doctors and police officers. In addition, a network of kollels, an encyclopedia project, and several other divisions of Kaliv have been founded.
",Menachem Mendel Taub
"In March 2014 he participated in the annual conference of the Rabbinical Congress of Europe, which met in Budapest to commemorate the 70th anniversary of the destruction of Hungarian Jewry.[7] He delivered an emotion-laden speech in Hebrew, and switched to English to direct remarks to US President Barack Obama and Russian President Vladimir Putin.[8]",Menachem Mendel Taub
" Media related to Menachem Mendel Taub at Wikimedia Commons
",Menachem Mendel Taub
"Kaga (Pashto: کږه‎; also کژه, Kaẓ̌a or Kazha) is a village in Khogyani District, Nangarhar Province, Afghanistan. The town is located within the heartland of the Khogyani tribe of Pashtuns.[1] It is the primary market-town and capital of the district.
","Kaga, Afghanistan"
,"Kaga, Afghanistan"
"

",Newport Power Station
"The Newport Power Station was a complex of power stations located on the west bank of the Yarra River, approximately 6 km south-west of Melbourne, Victoria, Australia, in the suburb of Newport. Newport A, B, and C were coal-fired plants which operated at the site between 1919 and the 1980s, and were claimed to be (in terms of the amount of plant) the largest power station in the southern hemisphere in 1953 with 42 boilers and 14 turbo-alternators producing 327 megawatts (439,000 hp).
",Newport Power Station
"Newport D is a gas-fired peaking power plant which has operated since 1981. It uses natural gas to generate steam in a boiler which supplies a three-stage steam turbine coupled to a generator to produce up to 510 MW (680,000 hp) of electricity.[1] The plant has a single smokestack 183 m /600 ft in height[2] which towers over the local vicinity.
",Newport Power Station
"The power station is owned by Ecogen Energy. The output from Ecogen's Newport and Jeeralang power stations is currently contracted to EnergyAustralia, the country's third-biggest electricity and gas retailer.[3]",Newport Power Station
"Newport 'A' was opened in 1918 as a coal-fired power station by the Victorian Railways to supply electricity as part of the project for the electrification of its suburban rail system. Initially, there were six turbo-generators; four were 15 MW (20,000 hp) capacity and two were 12.5 MW (16,800 hp). The speed was 1500 RPM and produced 25 Hz. Steam was supplied by 24 Babcock + Wilcox chain grate boilers at 250 psi (1,700 kPa). The two smaller generators were replaced with a 30 MW Parsons and a 35 MW single cylinder Parsons alternator, numbered A2+A4. Steam was supplied by the four ""M"" boilers, which were pulverized coal-fired at 400 psi (2,800 kPa). The total capacity was 120 MW (160,000 hp).
",Newport Power Station
"Newport A also supplied electricity to businesses that required 25 Hz power, and supplied bulk electricity to the Melbourne City Council Electric Supply Department, the Melbourne Electric Supply Company (acquired by SECV in 1930), and the State Electricity Commission of Victoria. Newport A was transferred to the SECV in 1951.
",Newport Power Station
"Newport 'B' was opened by the SECV in 1923 to supply electricity to Melbourne until the Yallourn power station entered service. Initially there were two Parsons 15 MW (20,000 hp) generators. Speed 3000 RPM and 50 Hz. Later No.3 was installed with a 30 MW (40,000 hp) capacity, and No.8, a Stahl turbine with a capacity of 22 MW (30,000 hp). Steam was supplied by 10 B+W chain grate boilers at 250 psi (1,700 kPa). The total capacity of Newport B was 82 MW (110,000 hp).
",Newport Power Station
"Newport 'C', with a capacity of 120 MW (160,000 hp), was opened in 1947 by the SECV, after wartime delays. There were four Parsons 30 MW (40,000 hp) turbo generators numbered 4, 5, 6+7. Steam was supplied by 8 ""D"" type ICAL chain grate boilers, each producing 175,000 lb/h (79,000 kg/h) of steam at 620 psi (4,300 kPa) and 840 °F (449 °C). These were the last chain grate boilers used in Victoria and were still in service in early 1981.[4]",Newport Power Station
"The power station boilers were originally fueled by black coal from New South Wales, but were converted to burn brown coal briquettes in the 1950s. Use of the plants declined with the opening of newer power stations in the Latrobe Valley, becoming used for peak loads in later years.
",Newport Power Station
"Newport 'D' is the current power station on the site. Its construction was immensely controversial, and was the subject of bitter opposition by trade unions and environmentalists throughout the 1970s.
",Newport Power Station
"After the State Electricity Commission announced in 1967 plans for the construction of a large gas-fired power station in Newport, local residents began holding public meetings to discuss the potential harm to the community from pollution. In 1974, the Victorian Trades Hall Council banned construction on the site. Stan Williams, secretary of the Federated Engine Drivers and Firemen's Association, declared to the then-Premier of Victoria Rupert Hamer: ""The fact is that we're not going to build it at Newport, and that's final.""  After a temporary retreat, the government attempted to restart the project, but the unions voted to reaffirm the ban. Hamer responded by suspending 300 construction projects and announcing a new law that would require secret ballots for construction bans, on pain of deregistration of the union involved. The aggressive response led to a gradual retreat by the union leadership, under added pressure from the poor economic climate.[5]",Newport Power Station
"The union leadership agreed to a compromise that a panel led by Louis Matheson would investigate the proposed plant. Matheson was considered unsympathetic to the campaign against the plant, because he had risen to national prominence as Vice-Chancellor of Monash University in the late 1960s, during a time of widespread student protest there. The panel's findings were mixed. Its interim report stated that even a 500 MW (670,000 hp) plant at Newport would do unacceptable environmental damage, but its final report in April 1977 endorsed the plant, but with only one 500 MW (670,000 hp) generator unit. There were claims that some panel members changed their votes at the last minute under political pressure.[5] The campaign continued at the grassroots level, but the trade union leadership refused to seriously enforce construction bans. As a result, protesters invaded Trades Hall Council meetings, demanding enforcement of the bans. Protesters clashed with police at the construction site, while campaign meetings continued to draw hundreds of workers and residents. Nonetheless, with the union leadership refusing to enforce a picket or construction ban, construction went ahead.[5] Newport D was built for the SECV by International Combustion Australia Limited of Rydalmere, NSW.
",Newport Power Station
"As a consequence of the reduction in the planned power output from Newport D from 1,000 MW (1,300,000 hp) to 500 MW (670,000 hp), Jeeralang Power Station was opened in the Latrobe Valley, operating with gas turbines.[6] Jeeralang power station has a capacity of 460 megawatts (620,000 hp) but is only used to meet peak loads. As a result, the actual capacity factor of Jeeralang station is less than 5%.[7]",Newport Power Station
"The Australian Government Clean Energy Regulator reported that Newport D emitted 538,108 tonnes (593,163 tons) CO2-equivalent of Scope 1 greenhouse gases between 1 July 2017 and 30 June 2018.[8] Australia's greenhouse gas emissions are reported under the National Greenhouse Accounts. The National Pollutant Inventory provides details of other pollutant emissions.
",Newport Power Station
"Until 1999 the gas powered Newport and Jeeralang power stations were owned by the government-owned Generation Victoria, and operated under the name Ecogen Energy.[9] Ecogen Energy was sold by the State Government of Victoria in March 1999 to US-based AES Corporation subsidiary AES Transpower.
",Newport Power Station
"AES Transpower sold Ecogen Energy in December 2002 to Babcock & Brown and its investment offshoot Prime Infrastructure. In 2006 Babcock & Brown Power acquired a 73% stake,[10] and Industry Funds Management (IFM) acquired the balance. B&B sold its stake to co-shareholder IFM in 2008.[11] As at July 2017, IFM's 100% interest in Ecogen was up for sale.[3] In 2018, Ecogen was sold by IFM Investors to EnergyAustralia for $205 million.[12]",Newport Power Station
"DeKalb–Peachtree Airport (IATA: PDK, ICAO: KPDK, FAA LID: PDK) is a county-owned, public-use airport in DeKalb County, Georgia, United States.[1] The airport is located in the city of Chamblee, just northeast of Atlanta. It is also known commonly as Peachtree–DeKalb Airport, or simply PDK. Other names (rarely used) include Peachtree Airport, DeKalb Airport, or DeKalb County Airport. ASOS weather reports are produced 24 hours per day as ""Chamblee"". It has airline service with Ultimate Air Shuttle to Cincinnati and Southern Airways Express to Memphis and Destin.
",DeKalb–Peachtree Airport
"As per Federal Aviation Administration records, the airport had 1,784 passenger boardings (enplanements) in calendar year 2008,[2] 393 enplanements in 2009, and 463 in 2010.[3] It is included in the National Plan of Integrated Airport Systems for 2011–2015, which categorized it as a reliever airport.[4]",DeKalb–Peachtree Airport
"The property was originally part of Camp Gordon, a World War I military training camp. That facility closed in 1922. (The Army re-created Camp Gordon during World War II, but built it in Augusta, Ga., 150 miles away, and it has since been renamed Fort Gordon.) In 1940, the United States government authorized construction of a military airport on the former site of the Chamblee camp. The airport began operations on March 22, 1941, a few months before the U.S. entry into World War II, as Naval Air Station Atlanta.
",DeKalb–Peachtree Airport
"Barracks constructed at the facility during the war became classrooms in late 1948 for Southern Technical Institute, a new engineering technology school created by Georgia Tech for former soldiers. Leased from the county by the United States Navy, the airport was converted from military to civilian use from 1957 to 1959.
",DeKalb–Peachtree Airport
"Naval Air Station Atlanta subsequently moved to Marietta on the south side of what is now called Dobbins Air Reserve Base. NAS Atlanta was ultimately closed by BRAC action in 2009. Like NAS Atlanta, the Southern Technical Institute moved from PDK in 1958, to land donated by Dobbins, and it now operates as Southern Polytechnic College of Engineering and Engineering Technology,[5] a part of Kennesaw State University.[6]",DeKalb–Peachtree Airport
"In 1973, PDK was the site of a Learjet crash, resulting in seven fatalities. It was determined that the crash resulted from ""The loss of engine thrust during takeoff due to ingestion of birds by the engines, with the aircraft striking an apartment building and burning in a complex just south of the airport. Large flocks of birds were attracted to an adjacent DeKalb County sanitation Landfill (operational in summer 1962 and finally closed in early 1975), which had become a flight safety issue long before the crash, after several minor bird strikes in the late 1960s and early 1970s.[7]",DeKalb–Peachtree Airport
"Dekalb–Peachtree Airport covers an area of 745 acres (301 ha) at an elevation of 1,003 feet (306 m) above mean sea level. It has three runways: 3R/21L (formerly 2R/20L)[8] is 6,001 by 100 feet (1,829 x 30 m) with a concrete surface; 3L/21R (formerly 2L/20R)[8] is 3,746 by 150 feet (1,142 x 46 m) with an asphalt surface; and 16/34, which is 3,967 by 150 feet (1,209 x 46 m) with an asphalt surface. It also has one helipad designated with a concrete surface measuring H1 is 56 by 56 feet (17 x 17 m).[1]",DeKalb–Peachtree Airport
"For the 12-month period ending August 31, 2010, the airport had 202,491 aircraft operations, an average of 554 per day: 99.9% general aviation and 0.1% military. At that time there were 447 aircraft based at this airport: 68% single-engine, 17% multi-engine, 11% jet, and 5% helicopter.[1]",DeKalb–Peachtree Airport
"The airport has over 100 hangars. It is the second-busiest airport in Georgia, behind Hartsfield–Jackson Atlanta International Airport (ATL), in the number of flight operations per year and is the seventh-busiest general aviation (non-airline) airport in the US.[9] PDK helps to relieve ATL of smaller-aircraft traffic.  It is used by helicopters for metro Atlanta's four major news TV stations (WSB-TV 2, WAGA-TV 5, WXIA-TV 11, WGCL-TV 46) as the base for electronic news gathering from the air. PDK is also home to The AutoPILOT Magazine, an advertorial publication covering all things aviation-related.  A new control tower was built in 1988, and stands at 130 feet (40 m) tall. Many of the old NAS Atlanta buildings still remain. The largest houses offices for PDK administration, flight schools, and the Civil Air Patrol, as well as the Downwind restaurant, with an aviation-themed decor and an open deck overlooking the active runways.[10] Adjacent to that building is a children's playground, Georgia's first aviation park.
",DeKalb–Peachtree Airport
"In late 2018, the first EMAS installed in Georgia was added to runway 3R/21L.[11]",DeKalb–Peachtree Airport
"Epps Aviation, the airport's full service fixed-base operator is located on 21 acres (8.5 ha) in a modern facility, elsewhere on the airport grounds.
",DeKalb–Peachtree Airport
" (Ultimate Air Shuttle services suspended until further notice due to COVID-19)
",DeKalb–Peachtree Airport
"In 1997, DeKalb Peachtree Airport was one of the largest tax contributors of DeKalb County, behind The Southern Company and Bellsouth but receives no taxpayer dollars for operations. The 1997 study funded by the airport found that in addition to 762 aviation-related jobs at the airport, there may be 3,600 non-airport jobs driven by airport activities like taxi drivers and cleaning personnel.[12]",DeKalb–Peachtree Airport
"WOWK Television Tower is a 338.94 metre (1,112 ft) tall guyed TV mast at Milton, West Virginia, United States. WOWK Television Tower was built in 1975 and is currently the third-tallest structure in West Virginia. The tallest is the WVAH Tower in Scott Depot, followed by the WSAZ tower.  The structure is the broadcast tower for WOWK-TV.
",WOWK Television Tower
"Coordinates: 38°30′21″N 82°12′33″W﻿ / ﻿38.50583°N 82.20917°W﻿ / 38.50583; -82.20917
",WOWK Television Tower
"Andrea Mikhailovich Razmadze (sometimes spelled Andria/Andrei Razmadze, 12 August 1889 – 2 October 1929[1]) was a Georgian mathematician, and one of the founders of Tbilisi State University, whose Mathematics Institute was renamed in his honor in 1944.[2] The department's scientific journal, published continuously since 1937, was also renamed as the Proceedings of A. Razmadze Mathematical Institute in his honor.
",Andrea Razmadze
"Andrea Razmadze was the son of Mikhail Gavrilovich Razmadze, a railway worker, and Nino Georgievna Nodia.[3] He graduated from Kutaisi nonclassical secondary school in 1906 (where Public School #41 has been renamed for him[4]), then studied at Moscow University, earning a Diploma in 1910, and then a Masters in 1917 while teaching at local classical and secondary schools.[5] At the invitation of the university, he briefly stayed in Moscow University to teach mathematics in 1917,[6] but soon left to become one of the founders of Tbilisi University.[7] Though he died just 11 years later, during his time there he greatly expanded Georgian mathematical terminology by publishing three textbooks in that language,[3] and insisting that all courses be taught in Georgian, an approach that attracted renowned mathematician Nikoloz Muskhelishvili to the school.[8] He also founded the ""Georgian Mathematical Union"" on February 21, 1923 and was its first president; this institution lapsed on his death, but was reorganized from 1962 to the present.[9] He is most famous for his work in the calculus of variations, where he discovered an efficient method for finding the extrema of integral functions, and a comprehensive theory for finding the extrema of discontinuous (""angular"") functions that can be represented by a finite number of curves.[3] He presented this last result at the 1924 International Congress of Mathematicians in Toronto,[10] for which he was awarded a Sc.D. by the Sorbonne.[5] He also delivered lectures in Jacques Hadamard's famous seminar series in Paris, along with such notables as Paul Lévy, Laurent Schwartz, and Nobel laureates Louis de Broglie and Max Born.[11]",Andrea Razmadze
"Albert Benjamin Rutter ""Bert"" Lawrence MC (March 31, 1923 – March 28, 2007) was a politician in Ontario, Canada. He was a Progressive Conservative member of the Legislative Assembly of Ontario from 1963 to 1974 who represented the ridings of Russell and Carleton East. He served as a cabinet minister in the governments of John Robarts and Bill Davis.
",Bert Lawrence
"Lawrence was born in Calgary, Alberta, and grew up in Ottawa, Ontario. he was educated at Ashbury College and at Royal Military College of Canada in Kingston, Ontario. He enlisted in the army with the rank of Lieutenant in the 8th Reconnaissance Regiment (VIII Recce). He landed in Normandy in the first week of July 1944. He was decorated with the Military Cross by King George VI for engineering a bridge in an advance action at the Risle River near Brionne, France. He was injured twice including during V2 rocket attack near Antwerp in October 1944. Lawrence reflected on his narrow escapes from death. He wrote in his journal, ""Keeping alive consists of 90 per cent luck and 10 per cent soldiering.""[1] He returned to action in February 1945 and participated to the end of the fighting. He was promoted to captain at the end of the war.[2]",Bert Lawrence
"When he returned home he acquired a law degree at Osgoode Hall Law School. He graduated in 1948 and went to work for an Ottawa firm called Honeywell, Baker, Gibson, and Wotherspoon. He married Lois Davidson in October 1949 [3] and they raised four children. He died in Gatineau, Quebec in 2007.[2]",Bert Lawrence
"In the 1950s he was elected to Gloucester, Ontario town council for two terms. In the 1956 Federal Conservative leadership convention he organized the campaign for Davie Fulton. While there was little chance of winning, his wife Lois said that he enjoyed immensely. She said, ""They were so young, it was like they were lambs to slaughter. It was absolutely all-absorbing for what seemed like a month. There was huge hoopla and excitement.""[1]",Bert Lawrence
"In the 1963 provincial election, Lawrence ran as the Progressive Conservative candidate in the riding of Russell. He narrowly defeated Liberal candidate Fred Barrett by only 413 votes.[4] In 1967 he ran in the redistributed riding of Carleton East. He defeated Liberal Eugene Bellemare by a comfortable margin of 4,221 votes. He was re-elected in 1971.[5][6]",Bert Lawrence
"In 1969, Ontario Premier John Robarts brought Lawrence into the cabinet as minister without portfolio.[7] In February 1970, he was promoted to Minister of Financial and Commercial Affairs.[8] In March 1971 he was shuffled to Minister of Health.
",Bert Lawrence
"During his time as Minister, he began to promote the idea of no-fault insurance, the first time it was discussed in the province. Lawrence felt that the current system was unfair to consumers as judgments were applied unevenly. While he felt this would benefit consumers he did not push hard on the issue due to his mindfulness of Ontario Insurance companies.[1]",Bert Lawrence
"He ran in the 1971 leadership convention to succeed Robarts, and came in fifth place. The new premier, Bill Davis, appointed him as Minister of Health.[9] In February 1972, he was assigned to the super-ministry post of Provincial Secretary for Resource Development.[1][10] In March 1972, he flew to Cuba on a government jet to talk about trade. He defended the trip because he met with Cuban government officials and said that he had opened a number of doors. He was roundly criticized in the media and his influence was diminished as a result. In 1974 he said, ""At that time, the government, the media and the public were much more resentful of Cuba's political position than they are today, and they were less appreciative of the trade opportunities than they are today.""[1][11]",Bert Lawrence
Lawrence was dropped from cabinet altogether in February 1974.[12] He decided to retire from the legislature later on in September. He returned to his law practice.[13],Bert Lawrence
He attempted a move to federal politics by running as the Progressive Conservative Party of Canada candidate for Ottawa—Carleton in the 1980 federal election but was defeated by Liberal Jean-Luc Pépin.[14],Bert Lawrence
"
",Cerebral hypoxia
"Cerebral hypoxia is a form of hypoxia (reduced supply of oxygen), specifically involving the brain; when the brain is completely deprived of oxygen, it is called cerebral anoxia. There are four categories of cerebral hypoxia; they are, in order of severity: diffuse cerebral hypoxia (DCH), focal cerebral ischemia, cerebral infarction, and global cerebral ischemia. Prolonged hypoxia induces neuronal cell death via apoptosis, resulting in a hypoxic brain injury.[1][2]",Cerebral hypoxia
"Cases of total oxygen deprivation are termed ""anoxia"", which can be hypoxic in origin (reduced oxygen availability) or ischemic in origin (oxygen deprivation due to a disruption in blood flow). Brain injury as a result of oxygen deprivation either due to hypoxic or anoxic mechanisms are generally termed hypoxic/anoxic injuries (HAI). Hypoxic ischemic encephalopathy (HIE) is a condition that occurs when the entire brain is deprived of an adequate oxygen supply, but the deprivation is not total. While HIE is associated in most cases with oxygen deprivation in the neonate due to birth asphyxia, it can occur in all age groups, and is often a complication of cardiac arrest.[3][4][5]",Cerebral hypoxia
The brain requires approximately 3.3 ml of oxygen per 100 g of brain tissue per minute. Initially the body responds to lowered blood oxygen by redirecting blood to the brain and increasing cerebral blood flow. Blood flow may increase up to twice the normal flow but no more.  If the increased blood flow is sufficient to supply the brain's oxygen needs then no symptoms will result.[6],Cerebral hypoxia
"However, if blood flow cannot be increased or if doubled blood flow does not correct the problem, symptoms of cerebral hypoxia will begin to appear. Mild symptoms include difficulties with complex learning tasks and reductions in short-term memory. If oxygen deprivation continues, cognitive disturbances, and decreased motor control will result.[6] The skin may also appear bluish (cyanosis) and heart rate increases. Continued oxygen deprivation results in fainting, long-term loss of consciousness, coma, seizures, cessation of brain stem reflexes, and brain death.[7]",Cerebral hypoxia
"Objective measurements of the severity of cerebral hypoxia depend on the cause. Blood oxygen saturation may be used for hypoxic hypoxia, but is generally meaningless in other forms of hypoxia.  In hypoxic hypoxia 95–100% saturation is considered normal; 91–94% is considered mild and 86–90% moderate. Anything below 86% is considered severe.[8]",Cerebral hypoxia
"Cerebral hypoxia refers to oxygen levels in brain tissue, not blood.  Blood oxygenation will usually appear normal in cases of hypemic, ischemic, and hystoxic cerebral hypoxia. Even in hypoxic hypoxia blood measures are only an approximate guide; the oxygen level in the brain tissue will depend on how the body deals with the reduced oxygen content of the blood.
",Cerebral hypoxia
"Cerebral hypoxia can be caused by any event that severely interferes with the brain's ability to receive or process oxygen. This event may be internal or external to the body. Mild and moderate forms of cerebral hypoxia may be caused by various diseases that interfere with breathing and blood oxygenation. Severe asthma and various sorts of anemia can cause some degree of diffuse cerebral hypoxia. Other causes include status epilepticus, work in nitrogen-rich environments, ascent from a  deep-water dive, flying at high altitudes in an unpressurized cabin without supplemental oxygen, and intense exercise at high altitudes prior to acclimatization.
",Cerebral hypoxia
"Severe cerebral hypoxia and anoxia is usually caused by traumatic events such as choking, drowning, strangulation, smoke inhalation, drug overdoses, crushing of the trachea, status asthmaticus, and shock.[9] It is also recreationally self-induced in the fainting game and in erotic asphyxiation.
",Cerebral hypoxia
"Hypoxic-anoxic events may affect the fetus at various stages of fetal development, during labor and delivery and in the postnatal period.  Problems during pregnancy may include preeclampsia, maternal diabetes with vascular disease, congenital fetal infections, drug/alcohol abuse, severe fetal anemia, cardiac disease, lung malformations, or problems with blood flow to the placenta.
",Cerebral hypoxia
"Problems during labor and delivery can include umbilical cord occlusion, torsion or prolapse, rupture of the placenta or uterus, excessive bleeding from the placenta, abnormal fetal position such as the breech position, prolonged late stages of labor, or very low blood pressure in the mother. Problems after delivery can include severe prematurity, severe lung or heart disease, serious infections, trauma to the brain or skull, congenital malformations of the brain or very low blood pressure in the baby[16] and due to suffocation in cases of Münchausen syndrome by proxy.[17]",Cerebral hypoxia
"The severity of a neonatal hypoxic-ischaemic brain injury may be assessed using Sarnat staging, which is based on clinical presentation and EEG findings, and also using MRI.[18]",Cerebral hypoxia
"Details of the mechanism of damage from cerebral hypoxia, along with anoxic depolarization, can be found here: Mechanism of anoxic depolarization in the brain
",Cerebral hypoxia
Cerebral hypoxia is typically grouped into four categories depending on the severity and location of the brain's oxygen deprivation:[19],Cerebral hypoxia
Cerebral hypoxia can also be classified by the cause of the reduced brain oxygen:[22],Cerebral hypoxia
"For newborn infants starved of oxygen during birth there is now evidence that hypothermia therapy for neonatal encephalopathy applied within 6 hours of cerebral hypoxia effectively improves survival and neurological outcome.[24] In adults, however, the evidence is less convincing and the first goal of treatment is to restore oxygen to the brain. The method of restoration depends on the cause of the hypoxia. For mild-to-moderate cases of hypoxia, removal of the cause of hypoxia may be sufficient. Inhaled oxygen may also be provided.  In severe cases treatment may also involve life support and damage control measures.
",Cerebral hypoxia
"A deep coma will interfere with body's breathing reflexes even after the initial cause of hypoxia has been dealt with; mechanical ventilation may be required. Additionally, severe cerebral hypoxia causes an elevated heart rate, and in extreme cases the heart may tire and stop pumping. CPR, defibrilation, epinephrine, and atropine may all be tried in an effort to get the heart to resume pumping.[8] Severe cerebral hypoxia can also cause seizures, which put the patient at risk of self-injury, and various anti-convulsant drugs may need to be administered before treatment.
",Cerebral hypoxia
"There has long been a debate over whether newborn infants with cerebral hypoxia should be resuscitated with 100% oxygen or normal air.[25] It has been demonstrated that high concentrations of oxygen lead to generation of oxygen free radicals, which have a role in reperfusion injury after asphyxia.[26] Research by Ola Didrik Saugstad and others led to new international guidelines on newborn resuscitation in 2010, recommending the use of normal air instead of 100% oxygen.[27][28]",Cerebral hypoxia
"Brain damage can occur both during and after oxygen deprivation. During oxygen deprivation, cells die due to an increasing acidity in the brain tissue (acidosis). Additionally, during the period of oxygen deprivation, materials that can easily create free radicals build up. When oxygen enters the tissue these materials interact with oxygen to create high levels of oxidants. Oxidants interfere with the normal brain chemistry and cause further damage (this is known as ""reperfusion injury"").
",Cerebral hypoxia
"Techniques for preventing damage to brain cells are an area of ongoing research. Hypothermia therapy for neonatal encephalopathy is the only evidence-supported therapy, but antioxidant drugs, control of blood glucose levels, and hemodilution (thinning of the blood) coupled with drug-induced hypertension are some treatment techniques currently under investigation.[29]Hyperbaric oxygen therapy is being evaluated with the reduction in total and myocardial creatine phosphokinase levels showing a possible reduction in the overall systemic inflammatory process.[30]",Cerebral hypoxia
In severe cases it is extremely important to act quickly.  Brain cells are very sensitive to reduced oxygen levels. Once deprived of oxygen they will begin to die off within five minutes.[29],Cerebral hypoxia
"Mild and moderate cerebral hypoxia generally has no impact beyond the episode of hypoxia; on the other hand, the outcome of severe cerebral hypoxia will depend on the success of damage control, amount of brain tissue deprived of oxygen, and the speed with which oxygen was restored.
",Cerebral hypoxia
"If cerebral hypoxia was localized to a specific part of the brain, brain damage will be localized to that region. A general consequence may be epilepsy. The long-term effects will depend on the purpose of that portion of the brain. Damage to the Broca's area and the Wernicke's area of the brain (left side) typically causes problems with speech and language.  Damage to the right side of the brain may interfere with the ability to express emotions or interpret what one sees. Damage on either side can cause paralysis of the opposite side of the body.
",Cerebral hypoxia
"The effects of certain kinds of severe generalized hypoxias may take time to develop.  For example, the long-term effects of serious carbon monoxide poisoning usually may take several weeks to appear. Recent research suggests this may be due to an autoimmune response caused by carbon monoxide-induced changes in the myelin sheath surrounding neurons.[31]",Cerebral hypoxia
"If hypoxia results in coma, the length of unconsciousness is often indicative of long-term damage. In some cases coma can give the brain an opportunity to heal and regenerate,[32] but, in general, the longer a coma, the greater the likelihood that the person will remain in a vegetative state until death.[9]  Even if the patient wakes up, brain damage is likely to be significant enough to prevent a return to normal functioning.
",Cerebral hypoxia
"Long-term comas can have a significant impact on a patient's families.[33] Families of coma victims often have idealized images of the outcome based on Hollywood movie depictions of coma.[34]  Adjusting to the realities of ventilators, feeding tubes, bedsores, and muscle wasting may be difficult.[35]  Treatment decision often involve complex ethical choices and can strain family dynamics.[36]",Cerebral hypoxia
"
",Apaseo el Grande
"Apaseo el Grande is a city and municipality located in Guanajuato, Mexico. The municipality covers 415.26 square kilometres (160 sq mi). It is bordered on the north by Comonfort and San Miguel de Allende, on the east by Querétaro, on the south by Apaseo el Alto, and on the west by Celaya. The municipality had a population of 85,319 inhabitants according to the 2010 census.[1]",Apaseo el Grande
"In pre-Columbian times, the region was known as Andahe (""Close to the water"") and Atlayahualco (""Place where water flows"") by the Otomí and Nahua inhabitants. It was eventually known as Apatzeo (""Yellow flower"") by the Purépecha. Following the Spanish conquest c.1525, Apaseo was the first town founded in what is now the state of Guanajuato. It received its present name of Apaseo el Grande in 1957, to avoid confusion with the neighboring town of Apaseo el Alto.
",Apaseo el Grande
The municipal president of Apaseo el Grande and its many smaller outlying communities is Lorenzo Licea Rojas.[2],Apaseo el Grande
"The initial name of the town and municipality was Apatzeo, first used by Hernán Pérez de Bocanegra y Córdoba, who was apparently influenced by the expression in the Purépecha language meaning ""place of weasels"".
",Apaseo el Grande
"Other names of the city of Apaseo el Grande were Andehe (in the Otomi language) which appears in an inscription that is in the choir of the parish church and means ""by the water"".  Another name, used by the viceroy Antonio de Mendoza, was Atlayahualco, from the Nahuatl language, meaning ""by the lake"".
",Apaseo el Grande
"On February 22, 1957, the Legislature of the State of Guanajuato ordered the publication in the Official Gazette of the State of Guanajuato, Decree Number 64, by which the city and the municipality of Apaseo took the nickname 'Apaseo el Grande' (""greater"" or ""larger""). This change was intended to resolve conflicts caused by the use of the nickname 'Apaseo el Bajo' (""Lower Apaseo"") by residents of the smaller neighboring town of Apaseo el Alto (""Upper Apaseo"").
",Apaseo el Grande
"The location of Apaseo el Grande – probably along with other towns in the region such as Izcuinapan (San Miguel Viejo, near San Miguel de Allende) and Tlachco (the present city of Querétaro) – was inhabited by various indigenous groups of Nahuatl, Otomi and Guamar peoples from ancient times and as a place of refuge following the Spanish conquest of Mexico.
",Apaseo el Grande
"The territory was conquered by Nuño Beltrán de Guzmán c. 1530, but its formal incorporation into the Spanish empire did not occur until 1538, by act of congregation of Indian villages issued by Viceroy Antonio de Mendoza. In 1537, Don Hernán Pérez de Bocanegra began buying properties from Don Fernando P. Motoci, lord of Xuaxo, and on October 11, 1564, entailed these under the mayorazgo [es] system so the properties would be passed down in his family via primogeniture. This area became eastern Bajío, the name by which Spaniards, Creoles, Mestizos, Indians, blacks and mulattos called the property belonging to the principal landowner of the region.
",Apaseo el Grande
"By 1571, Apaseo had 50 Spanish families, 200 blacks, 150 mulattos, and 240 Otomi Indians who also spoke Nahuatl.
",Apaseo el Grande
"In 1547, silver deposits discovered in Zacatecas resulted in a steady stream of migration to the region, seen by the semi-nomadic Chichimecas as intrusions on their ancestral lands. Underpaid Spanish soldiers raided native villages to acquire slaves for the mines, and the Chichimicas made attacks against herders and traders on the border. Led by Bocanegra, the village of Apaseo defended itself against the Chichimecas, and the nearby town of Celaya was founded to bolster the region's defence.  As the costly Chichimeca War entered its fourth decade, the colonial authorities reversed their aggressive treatment of the Chichimeca and introduced the ""peace by purchase"" policy, countering the insurgency by rewarding peaceful behavior while taking steps to settle them in villages and assimilate them.
",Apaseo el Grande
